999 EDL  1.0 24 L4-3D 001 81 G17S -35.51497 -72.08342 258 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 82 GA0S -33.27560 -71.27696 325 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 83 GA1S -33.27470 -71.27879 319 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 84 GA2S -33.27705 -71.27823 326 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 85 GA3S -33.27654 -71.27508 330 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 86 GA4S -33.27415 -71.27587 322 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 87 GB0S -33.59872 -71.20932 168 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 88 GB1S -33.59758 -71.20784 177 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 89 GB2S -33.59741 -71.21089 166 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 90 GB3S -33.59998 -71.21096 183 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 91 GB4S -33.60014 -71.20788 189 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 92 GC1S -33.99611 -71.60417 242 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 93 GC2S -33.99815 -71.60627 234 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 EDL  1.0 24 L4-3D 001 94 GC3S -33.99855 -71.60166 257 2010.01.01 00:00 2010.12.31 24:00 GFZ
999 IPGP 1.0 24 3T 001 95 QC01 -32.2586 -70.9093 901 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 96 QC02 -37.0383 -72.5506 0 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 97 QC03 -37.6072 -71.9874 626 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 98 QC04 -37.5529 -73.0964 538 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 99 QC05 -38.2895 -72.6117 261 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 100 QC06 -33.9928 -71.6033 283 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 101 QC07 -37.8093 -72.6966 88 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 102 QC08 -38.2721 -73.2011 120 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 103 QC09 -33.9982 -71.6039 294 2010.01.01 00:00 2010.12.31 24:00 IPGP
